Pokedex Number,Pokemon Name,Classification,Legendary Type,Height,Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Games of Origin,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth Name,Experience Growth Total,Experience Yield,Base Happiness,Health Base Stat,Attack Base Stat,Defense Base Stat,Special Attack Base Stat,Special Defense Base Stat,Speed Base Stat,Primary Egg Group,Secondary Egg Group,Cycle Count,Pre-Evolution Pokedex Number,Evolution Method,Evolution Details,Original Pokemon,Form Name
335,Zangoose,Cat Ferret Pokemon,,1.3,40.3,Normal,,Immunity,The immune system of the Pokemon prevents it from getting poisoned.,,,Toxic Boost,Powers up physical attacks when the Pokemon is poisoned.,50,50,Ruby / Sapphire,0,2,0,0,0,0,90,Erratic,600000,160,70,73,115,60,60,60,90,Field,,20,,,,,
143,Snorlax,Sleeping Pokemon,,2.1,460,Normal,,Immunity,The immune system of the Pokemon prevents it from getting poisoned.,Thick Fat,"The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,Red / Blue / Yellow,2,0,0,0,0,0,25,Slow,1250000,189,70,160,110,65,65,110,30,Monster,,40,446,Level Up With High Friendship,,,
771,Pyukumuku,Sea Cucumber Pokemon,,0.3,1.2,Water,,Innards Out,Damages the attacker landing the finishing hit by the amount equal to its last HP.,,,Unaware,"When attacking, the Pokemon ignores the target Pokemon's stat changes.",50,50,Sun / Moon,0,0,0,0,2,0,60,Fast,800000,144,70,55,60,130,30,130,5,Water 1,,15,,,,,
597,Ferroseed,Thorn Seed Pokemon,,0.6,18.8,Grass,Steel,Iron Barbs,Inflicts damage to the attacker on contact with iron barbs.,,,,,50,50,Black / White,0,0,1,0,0,0,255,Medium Fast,1000000,61,70,44,50,91,24,86,10,Grass,Mineral,20,,,,,
598,Ferrothorn,Thorn Pod Pokemon,,1,110,Grass,Steel,Iron Barbs,Inflicts damage to the attacker on contact with iron barbs.,,,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,50,50,Black / White,0,0,2,0,0,0,90,Medium Fast,1000000,171,70,74,94,131,54,116,20,Grass,Mineral,20,597,Level Up,Level 40,,
777,Togedemaru,Roly-Poly Pokemon,,0.3,3.3,Electric,Steel,Iron Barbs,Inflicts damage to the attacker on contact with iron barbs.,Lightning Rod,"The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",50,50,Sun / Moon,0,2,0,0,0,0,180,Medium Fast,1000000,152,70,65,98,63,40,73,96,Field,Fairy,10,,,,,
396,Starly,Starling Pokemon,,0.3,2,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,,,Reckless,Powers up moves that have recoil damage.,50,50,Diamond / Pearl,0,0,0,0,0,1,255,Medium Slow,1059860,49,70,40,55,30,30,30,60,Flying,,15,,,,,
21,Spearow,Tiny Bird Pokemon,,0.3,2,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,,,Sniper,Powers up moves if they become critical hits when attacking.,50,50,Red / Blue / Yellow,0,0,0,0,0,1,255,Medium Fast,1000000,52,70,40,60,30,31,31,70,Flying,,15,,,,,
22,Fearow,Beak Pokemon,,1.2,38,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,,,Sniper,Powers up moves if they become critical hits when attacking.,50,50,Red / Blue / Yellow,0,0,0,0,0,2,90,Medium Fast,1000000,155,70,65,90,65,61,61,100,Flying,,15,21,Level Up,Level 20,,
227,Skarmory,Armor Bird Pokemon,,1.7,50.5,Steel,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,50,50,Gold / Silver / Crystal,0,0,2,0,0,0,25,Slow,1250000,163,70,65,80,140,40,70,70,Flying,,25,,,,,
83,Farfetch'd,Wild Duck Pokemon,,0.8,15,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,50,50,Red / Blue / Yellow,0,1,0,0,0,0,45,Medium Fast,1000000,132,70,52,90,55,58,62,60,Flying,Field,20,,,,,
278,Wingull,Seagull Pokemon,,0.6,9.5,Water,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Hydration,Heals status conditions if it's raining.,Rain Dish,The Pokemon gradually regains HP in rain.,50,50,Ruby / Sapphire,0,0,0,0,0,1,190,Medium Fast,1000000,54,70,40,30,30,55,30,85,Water 1,Flying,20,,,,,
279,Pelipper,Water Bird Pokemon,,1.2,28,Water,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Hydration,Heals status conditions if it's raining.,Rain Dish,The Pokemon gradually regains HP in rain.,50,50,Ruby / Sapphire,0,0,2,0,0,0,45,Medium Fast,1000000,154,70,60,50,100,95,70,65,Water 1,Flying,20,278,Level Up,Level 25,,
627,Rufflet,Eaglet Pokemon,,0.5,10.5,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Hustle,"Boosts the Attack stat, but lowers accuracy.",100,0,Black / White,0,1,0,0,0,0,190,Slow,1250000,70,70,70,83,50,37,50,60,Flying,,20,,,,,
628,Braviary,Valiant Pokemon,,1.5,41,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Hustle,"Boosts the Attack stat, but lowers accuracy.",100,0,Black / White,0,2,0,0,0,0,60,Slow,1250000,179,70,100,123,75,57,75,80,Flying,,20,627,Level Up,Level 54,,
107,Hitmonchan,Punching Pokemon,,1.4,50.2,Fighting,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Iron Fist,Powers up punching moves.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",100,0,Red / Blue / Yellow,0,0,0,0,2,0,45,Medium Fast,1000000,159,70,50,105,79,35,110,76,Human-Like,,25,236,Level Up,Level 20 When Attack < Defense,,
580,Ducklett,Water Bird Pokemon,,0.5,5.5,Water,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,Hydration,Heals status conditions if it's raining.,50,50,Black / White,1,0,0,0,0,0,190,Medium Fast,1000000,61,70,62,44,50,44,50,55,Water 1,Flying,20,,,,,
581,Swanna,White Bird Pokemon,,1.3,24.2,Water,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,Hydration,Heals status conditions if it's raining.,50,50,Black / White,0,0,0,0,0,2,45,Medium Fast,1000000,166,70,75,87,63,87,63,98,Water 1,Flying,20,580,Level Up,Level 35,,
678,Meowstic,Constraint Pokemon,,0.6,8.5,Psychic,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",Prankster,Gives priority to a status move.,50,50,X / Y,0,0,0,0,0,2,75,Medium Fast,1000000,163,70,74,48,76,83,81,104,Field,,20,677,Level Up,Level 25,,
677,Espurr,Restraint Pokemon,,0.3,3.5,Psychic,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",50,50,X / Y,0,0,0,0,0,1,190,Medium Fast,1000000,71,70,62,48,54,63,60,68,Field,,20,,,,,
745,Lycanroc,Wolf Pokemon,,0.8,25,Rock,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,50,50,Sun / Moon,0,2,0,0,0,0,90,Medium Fast,1000000,170,70,75,115,65,55,65,112,Field,,15,744,Level Up,Level 25 During The Day,,
733,Toucannon,Cannon Pokemon,,1.1,26,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Skill Link,Maximizes the number of times multi-strike moves hit.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,50,50,Sun / Moon,0,3,0,0,0,0,45,Medium Fast,1000000,218,70,80,120,75,75,75,60,Flying,,15,732,Level Up,Level 28,,
731,Pikipek,Woodpecker Pokemon,,0.3,1.2,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Skill Link,Maximizes the number of times multi-strike moves hit.,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",50,50,Sun / Moon,0,1,0,0,0,0,255,Medium Fast,1000000,53,70,35,75,30,30,30,65,Flying,,15,,,,,
732,Trumbeak,Bugle Beak Pokemon,,0.6,14.8,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Skill Link,Maximizes the number of times multi-strike moves hit.,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",50,50,Sun / Moon,0,2,0,0,0,0,120,Medium Fast,1000000,124,70,55,85,50,40,50,75,Flying,,15,731,Level Up,Level 14,,
302,Sableye,Darkness Pokemon,,0.5,11,Dark,Ghost,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Stall,The Pokemon moves after all other Pokemon do.,Prankster,Gives priority to a status move.,50,50,Ruby / Sapphire,0,1,1,0,0,0,45,Medium Slow,1059860,133,35,50,75,75,65,65,50,Human-Like,,25,,,,,
16,Pidgey,Tiny Bird Pokemon,,0.3,1.8,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Tangled Feet,Raises evasion if the Pokemon is confused.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,50,50,Red / Blue / Yellow,0,0,0,0,0,1,255,Medium Slow,1059860,50,70,40,45,40,35,35,56,Flying,,15,,,,,
17,Pidgeotto,Bird Pokemon,,1.1,30,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Tangled Feet,Raises evasion if the Pokemon is confused.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,50,50,Red / Blue / Yellow,0,0,0,0,0,2,120,Medium Slow,1059860,122,70,63,60,55,50,50,71,Flying,,15,16,Level Up,Level 18,,
18,Pidgeot,Bird Pokemon,,1.5,39.5,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Tangled Feet,Raises evasion if the Pokemon is confused.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,50,50,Red / Blue / Yellow,0,0,0,0,0,3,45,Medium Slow,1059860,216,70,83,80,75,70,70,101,Flying,,15,17,Level Up,Level 36,,
441,Chatot,Music Note Pokemon,,0.5,1.9,Normal,Flying,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Tangled Feet,Raises evasion if the Pokemon is confused.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,50,50,Diamond / Pearl,0,1,0,0,0,0,30,Medium Slow,1059860,144,35,76,65,45,92,42,91,Flying,,20,,,,,
744,Rockruff,Puppy Pokemon,,0.5,9.2,Rock,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Vital Spirit,"The Pokemon is full of vitality, and that prevents it from falling asleep.",Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,50,50,Sun / Moon,0,1,0,0,0,0,190,Medium Fast,1000000,56,70,45,65,40,30,40,60,Field,,15,,,,,
132,Ditto,Transform Pokemon,,0.3,4,Normal,,Limber,Its limber body protects the Pokemon from paralysis.,,,Imposter,The Pokemon transforms itself into the Pokemon it's facing.,0,0,Red / Blue / Yellow,1,0,0,0,0,0,35,Medium Fast,1000000,101,70,48,48,48,48,48,48,Ditto,,20,,,,,
509,Purrloin,Devious Pokemon,,0.4,10.1,Dark,,Limber,Its limber body protects the Pokemon from paralysis.,Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,Prankster,Gives priority to a status move.,50,50,Black / White,0,0,0,0,0,1,255,Medium Fast,1000000,56,70,41,50,37,50,37,66,Field,,20,,,,,
510,Liepard,Cruel Pokemon,,1.1,37.5,Dark,,Limber,Its limber body protects the Pokemon from paralysis.,Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,Prankster,Gives priority to a status move.,50,50,Black / White,0,0,0,0,0,2,90,Medium Fast,1000000,156,70,64,88,50,88,50,106,Field,,20,509,Level Up,Level 20,,
701,Hawlucha,Wrestling Pokemon,,0.8,21.5,Fighting,Flying,Limber,Its limber body protects the Pokemon from paralysis.,Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,50,50,X / Y,0,2,0,0,0,0,100,Medium Fast,1000000,175,70,78,92,75,74,63,118,Human-Like,,20,,,,,
106,Hitmonlee,Kicking Pokemon,,1.5,49.8,Fighting,,Limber,Its limber body protects the Pokemon from paralysis.,Reckless,Powers up moves that have recoil damage.,Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,100,0,Red / Blue / Yellow,0,2,0,0,0,0,45,Medium Fast,1000000,159,70,50,120,53,35,110,87,Human-Like,,25,236,Level Up,Level 20 When Attack > Defense,,
431,Glameow,Catty Pokemon,,0.5,3.9,Normal,,Limber,Its limber body protects the Pokemon from paralysis.,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,25,75,Diamond / Pearl,0,0,0,0,0,1,190,Fast,800000,62,70,49,55,42,42,37,85,Field,,20,,,,,
53,Persian,Classy Cat Pokemon,,1,32,Normal,,Limber,Its limber body protects the Pokemon from paralysis.,Technician,Powers up the Pokemon's weaker moves.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Red / Blue / Yellow,0,0,0,0,0,2,90,Medium Fast,1000000,154,70,65,70,60,65,65,115,Field,,20,52,Level Up,Level 28,,
316,Gulpin,Stomach Pokemon,,0.4,10.3,Poison,,Liquid Ooze,"Oozed liquid has strong stench, which damages attackers using any draining move.",Sticky Hold,Items held by the Pokemon are stuck fast and cannot be removed by other Pokemon.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",50,50,Ruby / Sapphire,1,0,0,0,0,0,225,Fluctuating,1640000,60,70,70,43,53,43,53,40,Amorphous,,20,,,,,
317,Swalot,Poison Bag Pokemon,,1.7,80,Poison,,Liquid Ooze,"Oozed liquid has strong stench, which damages attackers using any draining move.",Sticky Hold,Items held by the Pokemon are stuck fast and cannot be removed by other Pokemon.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",50,50,Ruby / Sapphire,2,0,0,0,0,0,75,Fluctuating,1640000,163,70,100,73,83,73,83,55,Amorphous,,20,316,Level Up,Level 26,,
218,Slugma,Lava Pokemon,,0.7,35,Fire,,Magma Armor,"The Pokemon is covered with hot magma, which prevents the Pokemon from becoming frozen.",Flame Body,Contact with the Pokemon may burn the attacker.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,50,50,Gold / Silver / Crystal,0,0,0,1,0,0,190,Medium Fast,1000000,50,70,40,40,4,70,40,20,Amorphous,,20,,,,,
219,Magcargo,Lava Pokemon,,0.8,55,Fire,Rock,Magma Armor,"The Pokemon is covered with hot magma, which prevents the Pokemon from becoming frozen.",Flame Body,Contact with the Pokemon may burn the attacker.,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,50,50,Gold / Silver / Crystal,0,0,2,0,0,0,75,Medium Fast,1000000,151,70,60,50,120,90,80,30,Amorphous,,20,218,Level Up,Level 38,,
323,Camerupt,Eruption Pokemon,,1.9,220,Fire,Ground,Magma Armor,"The Pokemon is covered with hot magma, which prevents the Pokemon from becoming frozen.",Solid Rock,Reduces the power of supereffective attacks taken.,Anger Point,"The Pokéeon is angered when it takes a critical hit, and that maxes its Attack stat.",50,50,Ruby / Sapphire,0,1,0,1,0,0,150,Medium Fast,1000000,161,70,70,100,70,105,75,40,Field,,20,322,Level Up,Level 33,,
808,Meltan,Hex Nut Pokemon,Mythical,0.2,8,Steel,,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,,,,,0,0,Let's Go Pikachu / Let's Go Eevee,0,1,0,0,0,0,3,Slow,1250000,135,0,46,65,65,55,35,34,Undiscovered,,120,,,,,
462,Magnezone,Magnet Area Pokemon,,1.2,180,Electric,Steel,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokemon moves last.,0,0,Diamond / Pearl,0,0,0,3,0,0,30,Medium Fast,1000000,241,70,70,70,115,130,90,60,Mineral,,20,82,Level Up,In A Special Magnetic Field,,
81,Magnemite,Magnet Pokemon,,0.3,6,Electric,Steel,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokemon moves last.,0,0,Red / Blue / Yellow,0,0,0,1,0,0,190,Medium Fast,1000000,65,70,25,35,70,95,55,45,Mineral,,20,,,,,
82,Magneton,Magnet Pokemon,,1,60,Electric,Steel,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokemon moves last.,0,0,Red / Blue / Yellow,0,0,0,2,0,0,60,Medium Fast,1000000,163,70,50,60,95,120,70,70,Mineral,,20,81,Level Up,Level 30,,
747,Mareanie,Brutal Star Pokemon,,0.4,8,Poison,Water,Merciless,The Pokemon's attacks become critical hits if the target is poisoned.,Limber,Its limber body protects the Pokemon from paralysis.,Regenerator,Restores a little HP when withdrawn from battle.,50,50,Sun / Moon,0,0,1,0,0,0,190,Medium Fast,1000000,61,70,50,53,62,43,52,45,Water 1,,20,,,,,
748,Toxapex,Brutal Star Pokemon,,0.7,14.5,Poison,Water,Merciless,The Pokemon's attacks become critical hits if the target is poisoned.,Limber,Its limber body protects the Pokemon from paralysis.,Regenerator,Restores a little HP when withdrawn from battle.,50,50,Sun / Moon,0,0,2,0,0,0,75,Medium Fast,1000000,173,70,50,63,152,53,142,35,Water 1,,20,747,Level Up,Level 38,,
312,Minun,Cheering Pokemon,,0.4,4.2,Electric,,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,,,Volt Absorb,"Restores HP if hit by an Electric-type move, instead of taking damage.",50,50,Ruby / Sapphire,0,0,0,0,0,1,200,Medium Fast,1000000,142,70,60,40,50,75,85,95,Fairy,,20,,,,,
408,Cranidos,Head Butt Pokemon,,0.9,31.5,Rock,,Mold Breaker,Moves can be used on the target regardless of its Abilities.,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,Diamond / Pearl,0,1,0,0,0,0,45,Erratic,600000,70,70,67,125,40,30,30,58,Monster,,30,,,,,
409,Rampardos,Head Butt Pokemon,,1.6,102.5,Rock,,Mold Breaker,Moves can be used on the target regardless of its Abilities.,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,87.5,12.5,Diamond / Pearl,0,2,0,0,0,0,45,Erratic,600000,173,70,97,165,60,65,50,58,Monster,,30,408,Level Up,Level 30,,
466,Electivire,Thunderbolt Pokemon,,1.8,138.6,Electric,,Motor Drive,"Boosts its Speed stat if hit by an Electric-type move, instead of taking damage.",,,Vital Spirit,"The Pokemon is full of vitality, and that prevents it from falling asleep.",75,25,Diamond / Pearl,0,3,0,0,0,0,30,Medium Fast,1000000,243,70,75,123,67,95,85,95,Human-Like,,25,125,Trade,Electirizer,,
562,Yamask,Spirit Pokemon,,0.5,1.5,Ghost,,Mummy,Contact with the Pokemon changes the attacker's Ability to Mummy.,,,,,50,50,Black / White,0,0,1,0,0,0,190,Medium Fast,1000000,61,70,38,30,85,55,65,30,Mineral,Amorphous,25,,,,,
563,Cofagrigus,Coffin Pokemon,,1.7,76.5,Ghost,,Mummy,Contact with the Pokemon changes the attacker's Ability to Mummy.,,,,,50,50,Black / White,0,0,2,0,0,0,90,Medium Fast,1000000,169,70,58,50,145,95,105,30,Mineral,Amorphous,25,562,Level Up,Level 34,,
679,Honedge,Sword Pokemon,,0.8,2,Steel,Ghost,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,,,50,50,X / Y,0,0,1,0,0,0,180,Medium Fast,1000000,65,70,45,80,100,35,37,28,Mineral,,20,,,,,
680,Doublade,Sword Pokemon,,0.8,4.5,Steel,Ghost,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,,,50,50,X / Y,0,0,2,0,0,0,90,Medium Fast,1000000,157,70,59,110,150,45,49,35,Mineral,,20,679,Level Up,Level 35,,
220,Swinub,Pig Pokemon,,0.4,6.5,Ice,Ground,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasion in a hailstorm.,Thick Fat,"The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.",50,50,Gold / Silver / Crystal,0,1,0,0,0,0,225,Slow,1250000,50,70,50,50,40,30,30,50,Field,,20,,,,,
221,Piloswine,Swine Pokemon,,1.1,55.8,Ice,Ground,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasion in a hailstorm.,Thick Fat,"The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.",50,50,Gold / Silver / Crystal,1,1,0,0,0,0,75,Slow,1250000,158,70,100,100,80,60,60,50,Field,,20,220,Level Up,Level 33,,
473,Mamoswine,Twin Tusk Pokemon,,2.5,291,Ice,Ground,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasion in a hailstorm.,Thick Fat,"The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.",50,50,Diamond / Pearl,0,3,0,0,0,0,50,Slow,1250000,239,70,110,130,80,70,60,80,Field,,20,221,Level Up,Knowing Ancient Power,,
339,Barboach,Whiskers Pokemon,,0.4,1.9,Water,Ground,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Hydration,Heals status conditions if it's raining.,50,50,Ruby / Sapphire,1,0,0,0,0,0,190,Medium Fast,1000000,58,70,50,48,43,46,41,60,Water 2,,20,,,,,
340,Whiscash,Whiskers Pokemon,,0.9,23.6,Water,Ground,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Hydration,Heals status conditions if it's raining.,50,50,Ruby / Sapphire,2,0,0,0,0,0,75,Medium Fast,1000000,164,70,110,78,73,76,71,60,Water 2,,20,339,Level Up,Level 30,,
238,Smoochum,Kiss Pokemon,,0.4,6,Ice,Psychic,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Forewarn,"When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.",Hydration,Heals status conditions if it's raining.,0,100,Gold / Silver / Crystal,0,0,0,1,0,0,45,Medium Fast,1000000,61,70,45,30,15,85,65,65,Undiscovered,,25,,,,,
124,Jynx,Human Shape Pokemon,,1.4,40.6,Ice,Psychic,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Forewarn,"When it enters a battle, the Pokemon can tell one of the moves an opposing Pokemon has.",Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.",0,100,Red / Blue / Yellow,0,0,0,2,0,0,45,Medium Fast,1000000,159,70,65,50,35,115,95,95,Human-Like,,25,238,Level Up,Level 30,,
199,Slowking,Royal Pokemon,,2,79.5,Water,Psychic,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,50,50,Gold / Silver / Crystal,0,0,0,0,3,0,70,Medium Fast,1000000,172,70,95,75,80,100,110,30,Monster,Water 1,20,79,Trade,King's Rock,,
79,Slowpoke,Dopey Pokemon,,1.2,36,Water,Psychic,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,50,50,Red / Blue / Yellow,1,0,0,0,0,0,190,Medium Fast,1000000,63,70,90,65,65,40,40,15,Monster,Water 1,20,,,,,
80,Slowbro,Hermit Crab Pokemon,,1.6,78.5,Water,Psychic,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,50,50,Red / Blue / Yellow,0,0,2,0,0,0,75,Medium Fast,1000000,172,70,95,75,110,100,80,30,Monster,Water 1,20,79,Level Up,Level 37,,
322,Numel,Numb Pokemon,,0.7,24,Fire,Ground,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Simple,The stat changes the Pokemon receives are doubled.,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",50,50,Ruby / Sapphire,0,0,0,1,0,0,255,Medium Fast,1000000,61,70,60,60,40,65,45,35,Field,,20,,,,,
314,Illumise,Firefly Pokemon,,0.6,17.7,Bug,,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Tinted Lens,"The Pokemon can use not very effective"" moves to deal regular damage.""",Prankster,Gives priority to a status move.,0,100,Ruby / Sapphire,0,0,0,0,0,1,150,Fluctuating,1640000,151,70,65,47,75,73,85,85,Bug,Human-Like,15,,,,,
712,Bergmite,Ice Chunk Pokemon,,1,99.5,Ice,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Ice Body,The Pokemon gradually regains HP in a hailstorm.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",50,50,X / Y,0,0,1,0,0,0,190,Medium Fast,1000000,61,70,55,69,85,32,35,28,Monster,,20,,,,,
713,Avalugg,Iceberg Pokemon,,2,505,Ice,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Ice Body,The Pokemon gradually regains HP in a hailstorm.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",50,50,X / Y,0,0,2,0,0,0,55,Medium Fast,1000000,180,70,95,117,184,44,46,28,Monster,,20,712,Level Up,Level 37,,
